year,country,title,rating,genre
1999,USA,10 Things I Hate About You,3,"Comedy, Drama, Romance"
1999,"USA, Germany",8MM,1,"Crime, Mystery, Thriller"
1999,USA,American Beauty,3,Drama
1999,USA,American Pie,2,"Comedy, Romance"
1999,"USA, Australia",Analyze This,1,"Comedy, Crime"
1999,USA,Anna and the King,3,"Comedy, Drama, History"
1999,USA,Anywhere But Here,3,"Comedy, Drama"
1999,USA,Austin Powers: The Spy Who Shagged Me,1,"Action, Adventure, Comedy"
1999,USA,Being John Malkovich,3,"Comedy, Drama, Fantasy"
1999,USA,Black and White,3,"Crime, Drama, Music"
1999,"USA, Germany",Blue Streak,1,"Action, Comedy, Crime"
1999,USA,Boys Don&#39;t Cry,2,"Biography, Drama"
1999,USA,But I&#39;m a Cheerleader,3,"Comedy, Drama"
1999,USA,Carrie 2: The Rage,3,"Horror, Sci-Fi, Thriller"
1999,USA,Cruel Intentions,3,"Drama, Romance"
1999,"France, Canada, USA",Dick,3,Comedy
1999,USA,Dogma,3,"Adventure, Comedy, Fantasy"
1999,"USA, Germany",Drop Dead Gorgeous,3,Comedy
1999,USA,Election,3,"Comedy, Drama"
1999,"UK, USA",Eyes Wide Shut,3,"Drama, Mystery, Thriller"
1999,"USA, Germany",Fight Club,1,Drama
1999,USA,Flawless,1,"Comedy, Crime, Drama"
1999,USA,For Love of the Game,2,"Drama, Romance, Sport"
1999,USA,Galaxy Quest,1,"Adventure, Comedy, Sci-Fi"
1999,"USA, Germany","Girl, Interrupted",3,"Biography, Drama"
1999,USA,Go!,3,"Comedy, Crime, Thriller"
1999,USA,Jawbreaker,3,"Comedy, Crime, Thriller"
1999,USA,Magnolia,3,Drama
1999,USA,Muppets From Space,3,"Family, Comedy, Sci-Fi"
1999,USA,Mystery Men,1,"Action, Comedy, Fantasy"
1999,"UK, USA",Notting Hill,3,"Comedy, Drama, Romance"
1999,USA,Office Space,1,Comedy
1999,USA,Payback,1,"Action, Crime, Drama"
1999,"USA, Japan",Pocket Monsters: Mewtwo Strikes Back!,1,"Animation, Action, Adventure"
1999,"Czech Republic, UK, USA",Ravenous,1,"Horror, Thriller"
1999,"USA, Germany",Sleepy Hollow,3,"Drama, Mystery"
1999,USA,South Park: Bigger Longer &amp; Uncut,3,"Animation, Comedy, Musical"
1999,USA,Star Wars: Episode I - The Phantom Menace,3,"Action, Adventure, Fantasy"
1999,"Germany, USA",Stuart Little,1,"Animation, Adventure, Comedy"
1999,USA,Tarzan,2,"Animation, Adventure, Drama"
1999,USA,"13th Warrior, The",1,"Action, Adventure, Fantasy"
1999,USA,"Blair Witch Project, The",3,"Horror, Mystery"
1999,"Canada, USA","Boondock Saints, The",0,"Action, Crime, Thriller"
1999,USA,"Green Mile, The",1,"Crime, Drama, Fantasy"
1999,USA,"Haunting, The",3,"Fantasy, Horror, Mystery"
1999,USA,"Iron Giant, The",0,"Animation, Action, Adventure"
1999,"USA, Australia","Matrix, The",3,"Action, Sci-Fi"
1999,USA,"Mummy, The",1,"Action, Adventure, Fantasy"
1999,USA,"Sixth Sense, The",3,"Drama, Mystery, Thriller"
1999,USA,"Talented Mr. Ripley, The",3,"Crime, Drama, Music"
1999,"Australia, USA",Three to Tango,1,"Comedy, Romance"
1999,UK,Topsy-Turvy,3,"Biography, Comedy, Drama"
1999,USA,Toy Story 2,1,"Animation, Adventure, Comedy"
1999,"USA, UK, Germany, Japan, France",Virus,3,"Action, Horror, Thriller"
1999,USA,Wild Wild West,2,"Action, Western, Comedy"
1999,"USA, Luxembourg",Wing Commander,2,"Action, Adventure, Sci-Fi"
1998,USA,54,1,"Drama, History"
1998,USA,A Bug&#39;s Life,3,"Animation, Adventure, Comedy"
1998,USA,American History X,2,"Crime, Drama"
1998,USA,Armageddon,1,"Action, Adventure, Sci-Fi"
1998,USA,Beloved,3,"Drama, Horror, Mystery"
1998,USA,Blade,1,"Action, Fantasy, Horror"
1998,"Canada, USA",Bride of Chucky,1,"Comedy, Horror, Thriller"
1998,USA,Buffalo &#39;66,1,"Comedy, Crime, Drama"
1998,"Australia, USA",Dark City,1,"Mystery, Sci-Fi"
1998,USA,Deep Impact,3,"Action, Drama, Sci-Fi"
1998,"Australia, USA, Canada",Disturbing Behavior,1,"Horror, Mystery, Sci-Fi"
1998,UK,Elizabeth,3,"Biography, Drama, History"
1998,USA,Enemy of the State,1,"Action, Crime, Mystery"
1998,USA,Ever After,3,"Comedy, Drama, Romance"
1998,USA,Fear and Loathing in Las Vegas,1,Comedy
1998,"Denmark, Sweden",Festen (The Celebration),3,Drama
1998,UK,Get Real,2,"Comedy, Drama, Romance"
1998,"USA, Japan",Godzilla,3,"Action, Sci-Fi, Thriller"
1998,USA,Halloween H20: 20 Years Later,3,"Horror, Thriller"
1998,USA,Happiness,3,"Comedy, Drama"
1998,USA,Hope Floats,3,"Drama, Romance"
1998,UK,Little Voice,3,"Comedy, Drama, Music"
1998,UK,"Lock, Stock and Two Smoking Barrels",1,"Comedy, Crime"
1998,USA,Lost in Space,3,"Action, Adventure, Sci-Fi"
1998,USA,Mercury Rising,1,"Action, Crime, Drama"
1998,USA,Mulan,3,"Animation, Adventure, Family"
1998,USA,Out of Sight,2,"Comedy, Crime, Romance"
1998,USA,Pi,2,"Sci-Fi, Thriller"
1998,"USA, Australia",Practical Magic,3,"Comedy, Fantasy, Romance"
1998,"France, UK, Germany, USA, Japan",Primary Colors,3,"Comedy, Drama"
1998,USA,Quest for Camelot,3,"Animation, Adventure, Comedy"
1998,USA,Rounders,1,"Crime, Drama"
1998,Germany,Run Lola Run,3,"Action, Crime, Thriller"
1998,USA,Rush Hour,1,"Action, Comedy, Thriller"
1998,USA,Rushmore,3,"Comedy, Drama"
1998,USA,Safe Men,0,"Comedy, Crime"
1998,USA,Saving Private Ryan,0,"Action, Drama, War"
1998,USA,Shakespeare in Love,3,"Comedy, Drama, Romance"
1998,USA,Six Days Seven Nights,1,"Action, Adventure, Comedy"
1998,"UK, USA",Sliding Doors,3,"Comedy, Drama, Fantasy"
1998,USA,Slums of Beverly Hills,3,"Comedy, Drama"
1998,USA,Small Soldiers,1,"Action, Adventure, Comedy"
1998,"Canada, USA",Smoke Signals,3,"Comedy, Drama"
1998,USA,Sphere,1,"Drama, Mystery, Sci-Fi"
1998,USA,Star Trek: Insurrection,3,"Action, Adventure, Sci-Fi"
1998,USA,Stepmom,3,"Comedy, Drama"
1998,USA,"Avengers, The",3,"Action, Adventure, Sci-Fi"
1998,"USA, UK","Big Lebowski, The",1,"Comedy, Crime"
1998,USA,"Faculty, The",3,"Horror, Mystery, Sci-Fi"
1998,"USA, France","Man in the Iron Mask, The",1,"Action, Adventure"
1998,"USA, Germany","Mask of Zorro, The",1,"Action, Adventure, Comedy"
1998,"Germany, USA","Negotiator, The",1,"Action, Crime, Drama"
1998,USA,"Prince of Egypt, The",3,"Animation, Adventure, Drama"
1998,USA,"Proposition, The",2,"Drama, Romance"
1998,USA,"Thin Red Line, The",1,"Drama, War"
1998,USA,"Truman Show, The",1,"Comedy, Drama, Sci-Fi"
1998,USA,There&#39;s Something About Mary,3,"Comedy, Romance"
1998,"USA, France",Urban Legend,3,"Horror, Mystery, Thriller"
1998,"USA, Japan",Vampires (John Carpenter&#39;s),0,"Action, Horror, Thriller"
1998,"UK, USA",Velvet Goldmine,2,"Drama, Music"
1998,USA,Wild Things,3,"Crime, Mystery, Thriller"
1998,USA,You&#39;ve Got Mail,3,"Comedy, Drama, Romance"
1997,USA,A Simple Wish,3,"Comedy, Fantasy"
1997,"USA, Canada",Air Bud,1,"Comedy, Drama, Family"
1997,"USA, Germany",Air Force One,1,"Action, Adventure, Drama"
1997,USA,Alien: Resurrection,3,"Action, Sci-Fi, Thriller"
1997,USA,Anastasia,3,"Animation, Adventure, Drama"
1997,USA,As Good as It Gets,3,"Comedy, Drama, Romance"
1997,"USA, Germany",Austin Powers: International Man of Mystery,2,"Comedy, Crime, Sci-Fi"
1997,"USA, UK",Batman &amp; Robin,2,"Action, Crime, Fantasy"
1997,USA,Boogie Nights,3,Drama
1997,USA,Cats Don&#39;t Dance,3,"Animation, Comedy, Family"
1997,USA,Chasing Amy,3,"Comedy, Drama, Romance"
1997,USA,Cinderella,3,"Musical, Romance, Fantasy"
1997,"UK, USA",Clockwatchers,3,"Comedy, Drama"
1997,USA,Con Air,2,"Action, Crime, Thriller"
1997,USA,Conspiracy Theory,2,"Action, Crime, Mystery"
1997,USA,Contact,3,"Drama, Mystery, Sci-Fi"
1997,USA,Eve&#39;s Bayou,3,Drama
1997,"UK, USA",Event Horizon,3,"Horror, Sci-Fi"
1997,UK,Fever Pitch,3,"Comedy, Drama, Romance"
1997,USA,Flubber,2,"Comedy, Family, Sci-Fi"
1997,"USA, UK",G.I. Jane,3,"Action, Drama"
1997,USA,Gattaca,1,"Drama, Romance, Sci-Fi"
1997,USA,George of the Jungle,3,"Action, Adventure, Comedy"
1997,USA,Good Will Hunting,0,Drama
1997,USA,Grosse Pointe Blank,3,"Action, Comedy, Crime"
1997,USA,Hercules,3,"Animation, Adventure, Family"
1997,USA,I Know What You Did Last Summer,3,"Horror, Mystery, Thriller"
1997,"Canada, USA",In the Company of Men,1,"Comedy, Drama"
1997,USA,Jackie Brown,3,"Crime, Drama, Thriller"
1997,USA,Kiss the Girls,2,"Crime, Drama, Mystery"
1997,USA,L.A. Confidential,1,"Crime, Drama, Mystery"
1997,USA,Liar Liar,1,"Comedy, Drama, Fantasy"
1997,USA,Men in Black,1,"Comedy, Sci-Fi"
1997,Japan,Mononoke-hime,3,"Animation, Adventure, Fantasy"
1997,USA,Mortal Kombat: Annihilation,3,"Action, Adventure, Fantasy"
2005,USA,Must Love Dogs,2,"Comedy, Romance"
1997,USA,My Best Friend&#39;s Wedding,2,"Comedy, Romance"
1997,"USA, Japan",Orgazmo,1,Comedy
1997,USA,Scream 2,3,"Horror, Mystery"
1997,USA,Selena,3,"Biography, Drama, Music"
1997,"Denmark, Germany, Sweden",Smilla&#39;s Sense of Snow,3,"Action, Drama, Sci-Fi"
1997,USA,Spawn,3,"Action, Fantasy, Horror"
1997,USA,Starship Troopers,3,"Action, Sci-Fi"
1997,"USA, Germany","Devil&#39;s Advocate, The",3,"Drama, Mystery, Thriller"
1997,France,"Fifth Element, The",1,"Action, Adventure, Sci-Fi"
1997,USA,"Game, The",1,"Drama, Mystery, Thriller"
1997,USA,"Lost World: Jurassic Park, The",3,"Action, Adventure, Sci-Fi"
1997,USA,"Peacemaker, The",3,"Action, Thriller"
1997,USA,"Postman, The",1,"Action, Adventure, Drama"
1997,USA,Titanic,3,"Drama, Romance"
1997,USA,Volcano,3,"Action, Drama, Sci-Fi"
1996,"UK, USA",August,3,"Comedy, Drama, Romance"
1996,USA,Bound,3,"Crime, Drama, Thriller"
1996,USA,Broken Arrow,0,"Action, Adventure, Thriller"
1996,USA,Chain Reaction,1,"Action, Drama, Sci-Fi"
1996,USA,DragonHeart,2,"Action, Adventure, Drama"
1996,"UK, USA",Emma,3,"Comedy, Drama, Romance"
1996,USA,Escape from L.A.,1,"Action, Adventure, Sci-Fi"
1996,USA,Eye for an Eye,3,"Crime, Drama, Thriller"
1996,"USA, UK",Fargo,2,"Crime, Drama, Thriller"
1996,USA,Freeway,3,"Comedy, Crime, Drama"
1996,USA,From Dusk Till Dawn,1,"Action, Crime, Horror"
1996,"UK, USA",Hamlet,1,"Drama, History"
1996,USA,Harriet the Spy,3,"Family, Comedy, Drama"
1996,USA,Independence Day,3,"Action, Adventure, Drama"
1996,USA,Jingle All the Way,1,"Comedy, Family"
1996,USA,Kingpin,1,"Comedy, Sport"
1996,Australia,Love and Other Catastrophes,3,"Comedy, Romance"
1996,USA,Mars Attacks!,3,"Comedy, Sci-Fi"
1996,USA,Mission: Impossible,1,"Action, Adventure, Thriller"
1996,USA,Romeo + Juliet,3,"Drama, Romance"
1996,USA,Scream,3,"Crime, Horror, Mystery"
1996,"France, UK",Secrets &amp; Lies,3,Drama
1996,USA,Set It Off,3,"Action, Crime, Drama"
1996,USA,Space Jam,1,"Animation, Adventure, Comedy"
1996,USA,Spy Hard,1,"Comedy, Action"
1996,USA,Star Trek: First Contact,3,"Action, Adventure, Sci-Fi"
1996,USA,Striptease,3,"Crime, Drama, Thriller"
1996,USA,That Thing You Do!,3,"Comedy, Drama, Music"
1996,USA,"Cable Guy, The",1,"Comedy, Drama, Thriller"
1996,USA,"Craft, The",3,"Drama, Fantasy, Horror"
1996,"USA, UK","English Patient, The",3,"Drama, Romance, War"
1996,USA,"Fan, The",1,"Drama, Sport, Thriller"
1996,USA,"First Wives Club, The",3,Comedy
1996,USA,"Glimmer Man, The",1,"Action, Comedy, Crime"
1996,USA,"Hunchback of Notre Dame, The",1,"Animation, Drama, Family"
1996,USA,"Long Kiss Goodnight, The",3,"Action, Crime, Drama"
1996,USA,"Mirror Has Two Faces, The",3,"Comedy, Drama, Romance"
1996,USA,"Rock, The",1,"Action, Adventure, Thriller"
1996,UK,Trainspotting,2,"Crime, Drama"
1996,USA,Twister,3,"Action, Adventure, Drama"
1996,"UK, USA, Germany",Walking and Talking,3,"Drama, Comedy, Romance"
1996,France,When the Cat&#39;s Away,3,"Comedy, Romance"
1995,USA,Apollo 13,3,"Adventure, Drama, History"
1995,"USA, France",Assassins,1,"Action, Thriller, Crime"
1995,"USA, UK",Batman Forever,1,"Action, Adventure, Fantasy"
1995,"USA, Austria, Switzerland",Before Sunrise,0,"Drama, Romance"
1995,USA,Braveheart,2,"Action, Biography, Drama"
1995,"USA, France",Casino,2,"Biography, Crime, Drama"
1995,USA,Casper,3,"Comedy, Family, Fantasy"
1995,USA,Clueless,3,"Comedy, Romance"
1995,USA,Congo,0,"Action, Adventure, Mystery"
1995,USA,Copycat,3,"Crime, Drama, Mystery"
1995,USA,Die Hard: With a Vengeance,1,"Action, Crime, Thriller"
1995,USA,Four rooms,3,Comedy
1995,USA,Home for the holidays,3,"Comedy, Drama, Romance"
1995,USA,Jumanji,3,"Adventure, Family, Fantasy"
1995,USA,Mallrats,2,"Comedy, Romance"
1995,USA,Mortal Kombat,1,"Action, Adventure, Fantasy"
1995,USA,Outbreak,3,"Action, Drama, Sci-Fi"
1995,USA,Pocahontas,3,"Animation, Adventure, Drama"
1995,UK,Pride and Prejudice,3,"Romance, Drama"
1995,"Germany, USA",Sabrina,3,"Comedy, Drama"
1995,"UK, USA",Safe,3,Drama
1995,USA,Se7en,1,"Crime, Mystery, Thriller"
1995,"USA, UK",Sense and Sensibility,3,"Drama, Romance"
1995,"France, USA",Showgirls,3,Drama
1995,USA,Species,3,"Action, Horror, Sci-Fi"
1995,USA,Tank Girl,3,"Action, Comedy, Sci-Fi"
1995,USA,"American President, The",3,"Comedy, Drama, Romance"
1995,USA,"Bridges of Madison County, The",3,"Drama, Romance"
1995,USA,"Incredibly True Adventures of Two Girls in Love, The",3,"Comedy, Drama, Romance"
1995,USA,"Net, The",3,"Action, Crime, Drama"
1995,"USA, Japan","Quick and the Dead, The",3,"Action, Thriller, Western"
1995,"USA, Germany","Usual Suspects, The",1,"Crime, Mystery, Thriller"
1995,USA,Toy Story,1,"Animation, Adventure, Comedy"
1995,USA,Twelve Monkeys,1,"Mystery, Sci-Fi, Thriller"
1995,USA,Waterworld,2,"Action, Adventure, Sci-Fi"
1995,USA,Welcome to the Dollhouse,3,"Comedy, Drama"
1994,USA,Ace Ventura: Pet Detective,2,Comedy
1994,USA,Beverly Hills Cop III,0,"Action, Comedy, Crime"
1994,USA,Clerks.,1,Comedy
1994,USA,Crooklyn,3,"Comedy, Drama"
1994,USA,Dumb &amp; Dumber,2,Comedy
1994,USA,Ed Wood,3,"Biography, Comedy, Drama"
1994,USA,Forrest Gump,1,"Drama, Romance"
1994,USA,Legends of the Fall,3,"Drama, Romance, War"
1994,"USA, Canada",Little Women,3,"Drama, Romance"
1994,USA,Naked Gun 33 1/3: The Final Insult,2,"Action, Comedy, Crime"
1994,USA,Police Academy: Mission to Moscow,1,"Comedy, Crime"
1994,UK,Priest,3,Drama
1994,USA,Pulp Fiction,3,"Crime, Drama, Thriller"
1994,USA,Speed,3,"Action, Crime, Thriller"
1994,"France, USA",Stargate,1,"Action, Adventure, Sci-Fi"
1994,"USA, Japan",Street Fighter,3,"Action, Sci-Fi, Thriller"
1994,USA,"Client, The",3,"Crime, Drama, Mystery"
1994,"UK, Germany, USA","Hudsucker Proxy, The",1,Comedy
1994,USA,"Lion King, The",1,"Animation, Adventure, Drama"
1994,USA,"Mask, The",1,"Comedy, Crime, Fantasy"
1994,USA,"Santa Clause, The",1,"Comedy, Drama, Family"
1994,USA,"Shadow, The",0,"Action, Adventure, Crime"
1994,USA,"Shawshank Redemption, The",0,"Crime, Drama"
1994,"Peru, USA","Specialist, The",1,"Action, Thriller"
1994,"Canada, USA, Japan",Timecop,1,"Action, Romance, Sci-Fi"
1994,USA,True Lies,3,"Action, Thriller"
1993,"Italy, France, USA",Cliffhanger,1,"Action, Adventure, Thriller"
1993,USA,Cool Runnings,1,"Adventure, Comedy, Family"
1993,USA,Dazed and Confused,3,"Comedy, Drama"
1993,USA,Gettysburg,0,"Drama, History, War"
1993,USA,Groundhog Day,2,"Comedy, Drama, Fantasy"
1993,USA,Hocus Pocus,3,"Comedy, Family, Fantasy"
1993,USA,Jurassic Park,3,"Adventure, Sci-Fi"
1993,USA,Mrs. Doubtfire,3,"Comedy, Drama"
1993,USA,Pieces of April,3,"Comedy, Drama"
1993,USA,Schindler&#39;s List,3,"Biography, Drama, History"
1993,"UK, USA",Super Mario Bros.,3,"Adventure, Comedy, Family"
1993,USA,"Age of Innocence, The",3,"Drama, Romance"
1993,USA,"Fugitive, The",2,"Action, Adventure, Crime"
1993,"UK, USA","Princess and the Cobbler, The",0,"Animation, Adventure, Comedy"
1993,"UK, USA","Remains of the Day, The",1,"Drama, Romance"
1993,USA,Tombstone,3,"Action, Drama, History"
1992,USA,A Few Good Men,1,"Crime, Drama, Mystery"
1992,USA,A League of Their Own,3,"Comedy, Drama, Sport"
1992,USA,Aladdin,0,"Animation, Adventure, Comedy"
1992,USA,Alien 3,0,"Action, Sci-Fi, Thriller"
1992,USA,Army of Darkness,2,"Comedy, Fantasy, Horror"
1992,"USA, UK",Batman Returns,0,"Action, Fantasy"
1992,USA,Buffy the Vampire Slayer,3,"Action, Comedy, Fantasy"
1992,USA,Death Becomes Her,3,"Comedy, Fantasy"
1992,USA,El Mariachi,0,"Action, Crime, Drama"
1992,USA,Glengarry Glen Ross,0,Drama
1992,USA,Hero,1,"Comedy, Drama"
1992,USA,Home Alone 2: Lost in New York,3,"Adventure, Comedy, Crime"
1992,"USA, Japan",Malcolm X,3,"Biography, Drama, History"
1992,USA,My Cousin Vinny,1,"Comedy, Crime"
1992,USA,Reservoir Dogs,0,"Crime, Thriller"
1992,"UK, Japan","Crying Game, The",2,"Crime, Drama, Romance"
1992,USA,"Mighty Ducks, The",1,"Action, Comedy, Drama"
1992,USA,"Muppet Christmas Carol, The",3,"Comedy, Drama, Family"
1992,USA,"Player, The",3,"Comedy, Crime, Drama"
1992,USA,Wayne&#39;s World,1,"Comedy, Music"
1991,USA,Beauty and the Beast,3,"Animation, Family, Fantasy"
1991,USA,Bill &amp; Ted&#39;s Bogus Journey,1,"Adventure, Comedy, Fantasy"
1991,USA,Hook,2,"Adventure, Comedy, Family"
1991,USA,Hudson Hawk,3,"Action, Adventure, Comedy"
1991,USA,Robin Hood: Prince of Thieves,3,"Action, Adventure, Drama"
1991,USA,Slacker,3,"Comedy, Drama"
1991,USA,Star Trek VI: The Undiscovered Country,2,"Action, Adventure, Sci-Fi"
1991,"USA, Hong Kong",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3,"Action, Adventure, Comedy"
1991,"USA, France",Terminator 2: Judgement Day,3,"Action, Sci-Fi, Thriller"
1991,USA,"Addams Family, The",3,"Comedy, Fantasy"
1991,USA,"Naked Gun 2 1/2: The Smell of Fear, The",1,"Action, Comedy, Crime"
1991,USA,"Silence of the Lambs, The",3,"Crime, Drama, Thriller"
1991,USA,White Fang,1,"Adventure, Drama"
1990,USA,Back to the Future Part III,1,"Adventure, Comedy, Sci-Fi"
1990,USA,Child&#39;s Play 2,3,"Horror, Mystery, Thriller"
1990,USA,Dark Angel (I Come in Peace),0,"Action, Crime, Drama"
1990,USA,Die Hard 2,3,"Action, Thriller"
1990,USA,Edward Scissorhands,3,"Drama, Fantasy, Romance"
1990,USA,Flatliners,3,"Drama, Horror, Sci-Fi"
1990,USA,Ghost,3,"Drama, Fantasy, Mystery"
1990,USA,Goodfellas,3,"Biography, Crime, Drama"
1990,USA,Home Alone,3,"Comedy, Family"
1990,"France, Italy",Nikita,3,"Action, Drama, Thriller"
1990,USA,Predator 2,2,"Action, Sci-Fi, Thriller"
1990,USA,Pretty Woman,3,"Comedy, Romance"
1990,USA,"Hunt for Red October, The",1,"Action, Adventure, Thriller"
1990,USA,Total Recall,1,"Action, Adventure, Sci-Fi"
1990,USA,Tremors,3,"Comedy, Horror, Sci-Fi"
1989,USA,Back to the Future Part II,3,"Adventure, Comedy, Sci-Fi"
1989,"USA, UK",Batman,1,"Action, Fantasy"
1989,USA,Bill &amp; Ted&#39;s Excellent Adventure,2,"Adventure, Comedy, Sci-Fi"
1989,USA,Dead Poets Society,1,Drama
1989,UK,Henry V,3,"Action, Biography, Drama"
1989,USA,Indiana Jones and the Last Crusade,0,"Action, Adventure"
1989,"UK, USA",Licence to Kill,2,"Action, Adventure, Crime"
1989,USA,Major League,1,"Comedy, Sport"
1989,USA,Road House,1,"Action, Thriller"
1989,USA,"Sex, Lies, and Videotape",2,Drama
1989,USA,Star Trek V: The Final Frontier,1,"Action, Adventure, Sci-Fi"
1989,USA,"Abyss, The",3,"Adventure, Drama, Sci-Fi"
1989,USA,Troop Beverly Hills,3,"Adventure, Comedy"
1989,USA,UHF,1,Comedy
1988,USA,Action Jackson,1,"Action, Comedy, Crime"
1988,Japan,Akira,1,"Animation, Action, Adventure"
1988,USA,Beetle Juice,3,"Comedy, Fantasy"
1988,USA,Bloodsport,1,"Action, Biography, Drama"
1988,USA,Child&#39;s Play,3,"Horror, Mystery, Thriller"
1988,"USA, UK",Dangerous Liaisons,3,"Drama, Romance"
1988,USA,Die Hard,3,"Action, Thriller"
1988,USA,Midnight Run,2,"Action, Comedy, Crime"
1988,USA,My Stepmother Is an Alien,3,"Comedy, Sci-Fi"
1988,USA,Mystic Pizza,3,"Comedy, Drama, Romance"
1988,USA,Poltergeist III,3,"Horror, Thriller"
1988,USA,Rain Man,1,Drama
1988,USA,Scrooged,3,"Comedy, Drama, Fantasy"
1988,"USA, Ireland","Land Before Time, The",3,"Animation, Adventure, Family"
1988,"USA, Canada","Last Temptation of Christ, The",2,Drama
1988,USA,They Live,0,"Action, Horror, Sci-Fi"
1988,USA,Twins,3,"Comedy, Drama"
1988,USA,Who Framed Roger Rabbit,1,"Animation, Comedy, Crime"
1988,USA,Young Guns,1,"Action, Crime, Drama"
1987,USA,Beverly Hills Cop II,1,"Action, Comedy, Crime"
1987,USA,Evil Dead II,3,"Comedy, Horror"
1987,USA,Fatal Attraction,3,"Drama, Thriller"
1987,USA,"Good Morning, Vietnam",1,"Comedy, Drama, War"
1987,UK,Hellraiser,3,Horror
1987,USA,Lethal Weapon,1,"Action, Thriller"
1987,USA,Predator,0,"Action, Adventure, Sci-Fi"
1987,USA,Radio Days,1,Comedy
1987,USA,RoboCop,1,"Action, Crime, Sci-Fi"
1987,USA,Spaceballs,3,"Adventure, Comedy, Sci-Fi"
1987,"UK, USA",Superman IV: The Quest for Peace,3,"Action, Adventure, Family"
1987,"China, Italy, UK, France","Last Emperor, The",3,"Biography, Drama, History"
1987,USA,"Lost Boys, The",1,"Comedy, Horror"
1987,USA,"Princess Bride, The",2,"Adventure, Comedy, Family"
1986,"USA, UK",Aliens,3,"Action, Adventure, Sci-Fi"
1986,Australia,Crocodile Dundee,3,"Adventure, Comedy"
1986,UK,Highlander,2,"Action, Adventure, Fantasy"
1986,USA,Howard The Duck,3,"Action, Adventure, Comedy"
1986,USA,Little Shop of Horrors,1,"Comedy, Horror, Musical"
1986,USA,Peggy Sue Got Married,3,"Comedy, Drama, Fantasy"
1986,"UK, USA",Platoon,0,"Action, Drama, War"
1986,USA,Stand By Me,0,"Adventure, Drama"
1986,USA,"Clan of the Cave Bear, The",3,"Adventure, Drama, Fantasy"
1986,USA,Top Gun,2,"Action, Drama, Romance"
1985,USA,Back to the Future,2,"Adventure, Comedy, Sci-Fi"
1985,UK,Brazil,3,"Drama, Fantasy, Sci-Fi"
1985,USA,Commando,1,"Action, Thriller"
1985,USA,Day of the Dead,0,Horror
1985,USA,Ladyhawke,0,"Adventure, Drama, Fantasy"
1985,"USA, UK",Legend,3,"Fantasy, Adventure, Romance"
1985,UK,My Beautiful Laundrette,2,"Comedy, Drama, Romance"
1985,"Netherlands, USA",Red Sonja,3,"Action, Adventure, Fantasy"
1985,"UK, USA",Return to Oz,3,"Adventure, Family, Fantasy"
1985,USA,"Color Purple, The",3,Drama
1984,USA,A nightmare on Elm Street,3,Horror
1984,USA,Amadeus,3,"Biography, Drama, Music"
1984,USA,Beverly Hills Cop,0,"Action, Comedy, Crime"
1984,USA,Body Double,2,"Crime, Drama, Mystery"
1984,USA,Conan the Destroyer,3,"Action, Fantasy, Adventure"
1984,USA,Dune,3,"Action, Adventure, Sci-Fi"
1984,USA,Friday the 13th Part IV: The Final Chapter,3,"Horror, Thriller"
1984,USA,Ghostbusters,2,"Comedy, Fantasy, Sci-Fi"
1984,USA,Gremlins,1,"Comedy, Horror"
1984,USA,Indiana Jones and the Temple of Doom,0,"Action, Adventure"
1984,USA,Police Academy,3,"Comedy, Crime"
1984,USA,Repo Man,2,"Comedy, Crime, Sci-Fi"
1984,USA,Splash,1,"Comedy, Fantasy, Romance"
1984,USA,Star Trek III: The Search for Spock,1,"Action, Adventure, Sci-Fi"
1984,USA,"Karate Kid, The",3,"Action, Drama, Family"
1984,"UK, USA","Terminator, The",3,"Action, Sci-Fi"
1983,USA,Flashdance,3,"Drama, Romance, Music"
1983,USA,Star Wars: Episode VI - Return of the Jedi,1,"Action, Adventure, Fantasy"
1983,"UK, USA",Superman III,3,"Action, Comedy, Fantasy"
1983,Canada,Videodrome,2,"Horror, Sci-Fi"
1983,USA,WarGames,1,"Sci-Fi, Thriller"
1982,"USA, Hong Kong, UK",Blade Runner,1,"Drama, Sci-Fi, Thriller"
1982,USA,Cat People,3,"Drama, Fantasy, Horror"
1982,USA,Conan the Barbarian,1,"Action, Fantasy, Adventure"
1982,USA,Diner,1,"Comedy, Drama"
1982,USA,E.T.: The Extra-Terrestrial,3,"Adventure, Family, Fantasy"
1982,USA,Fast Times at Ridgemont High,2,"Comedy, Drama, Romance"
1982,USA,First Blood,0,"Action, Adventure, Drama"
1982,USA,Friday the 13th Part III,3,"Horror, Thriller"
1982,USA,Poltergeist,3,Horror
1982,"Canada, USA",Porky&#39;s,2,Comedy
1982,USA,Star Trek: The Wrath of Khan,3,"Action, Adventure, Drama"
1982,USA,"Best Little Whorehouse in Texas, The",3,"Comedy, Musical"
1982,USA,Tootsie,1,"Comedy, Drama, Romance"
1982,USA,TRON,0,"Action, Adventure, Sci-Fi"
1981,West Germany,Das Boot,0,"Action, Adventure, Drama"
1981,"UK, USA",Escape from New York,0,"Action, Sci-Fi"
1981,USA,Friday the 13th Part 2,2,"Horror, Mystery, Thriller"
1981,USA,Halloween II,3,"Horror, Thriller"
1981,Canada,Heavy Metal,1,"Animation, Adventure, Fantasy"
1981,USA,History of the World: Part I,1,"Comedy, Musical"
1981,USA,Raiders of the Lost Ark,3,"Action, Adventure"
1981,USA,"Evil Dead, The",1,Horror
